Hood,Venue_ID,Venue_Name,Venue_Distance,Venue_Address,Venue_Latitude,Venue_Longitude,Category_ID,Category_Name
International District ,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,505,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
International District ,4fb7f757e4b09a1e8cab118e,Time masheen arcade,407,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
International District ,59af34d64a7aae7ed5080133,Klondike Arcade,1295,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
International District ,4be474332468c92898ccfe42,Arcade Smoke Shop,1561,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
International District ,4e8fac6c8b81c6df65663ca0,Arcade lights,1639,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
International District ,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,2094,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
Yesler Terrace,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,1115,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
Yesler Terrace,4fb7f757e4b09a1e8cab118e,Time masheen arcade,865,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
Yesler Terrace,4be474332468c92898ccfe42,Arcade Smoke Shop,1684,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
Yesler Terrace,59af34d64a7aae7ed5080133,Klondike Arcade,1707,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
Yesler Terrace,4e8fac6c8b81c6df65663ca0,Arcade lights,1957,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
Yesler Terrace,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,2161,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
Yesler Terrace,50fa31bae4b020b5559a65cc,Lipton's Arcade,2030,No Address,47.61877032588395,-122.32677744337444,4bf58dd8d48988d11a941735,Other Nightlife
Central Waterfront,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,914,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
Central Waterfront,59af34d64a7aae7ed5080133,Klondike Arcade,97,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
Central Waterfront,4e8fac6c8b81c6df65663ca0,Arcade lights,307,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
Central Waterfront,4be474332468c92898ccfe42,Arcade Smoke Shop,659,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
Central Waterfront,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,1042,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
Central Waterfront,4fb7f757e4b09a1e8cab118e,Time masheen arcade,1011,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
Central Waterfront,4d03d2b6c2e537042963b467,Penny Arcade Warehouse,1737,3150 Elliott Ave,47.618241999999995,-122.35746999999999,4bf58dd8d48988d1e1931735,Arcade
Central Waterfront,50fa31bae4b020b5559a65cc,Lipton's Arcade,1732,No Address,47.61877032588395,-122.32677744337444,4bf58dd8d48988d11a941735,Other Nightlife
Central Waterfront,5064c506e4b06062642548ae,Next 50 Video Arcade,1741,Seattle Center,47.62121962265271,-122.3508273919547,4bf58dd8d48988d1e1931735,Arcade
Central Waterfront,59aa49a55a2c9117f347da63,Taco Bell,1607,308 9th Ave N,47.6212158203125,-122.33939361572266,4bf58dd8d48988d16e941735,Fast Food Restaurant
Central Waterfront,4fdd404be4b082d0767d2155,Seattle Interactive Media Museum,1744,No Address,47.62124191433432,-122.35085303562946,4bf58dd8d48988d1e1931735,Arcade
West Edge,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,709,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
West Edge,59af34d64a7aae7ed5080133,Klondike Arcade,228,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
West Edge,4e8fac6c8b81c6df65663ca0,Arcade lights,494,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
West Edge,4be474332468c92898ccfe42,Arcade Smoke Shop,572,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
West Edge,4fb7f757e4b09a1e8cab118e,Time masheen arcade,746,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
West Edge,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,1065,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
West Edge,50fa31bae4b020b5559a65cc,Lipton's Arcade,1605,No Address,47.61877032588395,-122.32677744337444,4bf58dd8d48988d11a941735,Other Nightlife
West Edge,5064c506e4b06062642548ae,Next 50 Video Arcade,1929,Seattle Center,47.62121962265271,-122.3508273919547,4bf58dd8d48988d1e1931735,Arcade
West Edge,4d03d2b6c2e537042963b467,Penny Arcade Warehouse,1992,3150 Elliott Ave,47.618241999999995,-122.35746999999999,4bf58dd8d48988d1e1931735,Arcade
West Edge,59aa49a55a2c9117f347da63,Taco Bell,1661,308 9th Ave N,47.6212158203125,-122.33939361572266,4bf58dd8d48988d16e941735,Fast Food Restaurant
West Edge,4fdd404be4b082d0767d2155,Seattle Interactive Media Museum,1932,No Address,47.62124191433432,-122.35085303562946,4bf58dd8d48988d1e1931735,Arcade
Central Area,4af30888f964a520f5e921e3,4518 Arcade,1517,4518 University Way NE,47.661835990682604,-122.3131209770191,4bf58dd8d48988d124941735,Office
Mann,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,966,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
Mann,4be474332468c92898ccfe42,Arcade Smoke Shop,302,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
Mann,59af34d64a7aae7ed5080133,Klondike Arcade,376,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
Mann,4e8fac6c8b81c6df65663ca0,Arcade lights,363,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
Mann,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,788,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
Mann,4fb7f757e4b09a1e8cab118e,Time masheen arcade,955,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
Mann,50fa31bae4b020b5559a65cc,Lipton's Arcade,1364,No Address,47.61877032588395,-122.32677744337444,4bf58dd8d48988d11a941735,Other Nightlife
Mann,5064c506e4b06062642548ae,Next 50 Video Arcade,1707,Seattle Center,47.62121962265271,-122.3508273919547,4bf58dd8d48988d1e1931735,Arcade
Mann,4d03d2b6c2e537042963b467,Penny Arcade Warehouse,1833,3150 Elliott Ave,47.618241999999995,-122.35746999999999,4bf58dd8d48988d1e1931735,Arcade
Mann,59aa49a55a2c9117f347da63,Taco Bell,1386,308 9th Ave N,47.6212158203125,-122.33939361572266,4bf58dd8d48988d16e941735,Fast Food Restaurant
Mann,4fdd404be4b082d0767d2155,Seattle Interactive Media Museum,1710,No Address,47.62124191433432,-122.35085303562946,4bf58dd8d48988d1e1931735,Arcade
Minor,50fa31bae4b020b5559a65cc,Lipton's Arcade,963,No Address,47.61877032588395,-122.32677744337444,4bf58dd8d48988d11a941735,Other Nightlife
Minor,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,1267,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
Minor,4be474332468c92898ccfe42,Arcade Smoke Shop,1719,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
Minor,55aaf9fa498e95351b9da504,Capitol Hill Family Arcade,1479,No Address,47.62317228145979,-122.31321781418251,4bf58dd8d48988d1e1931735,Arcade
Minor,4e8fac6c8b81c6df65663ca0,Arcade lights,2032,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
Minor,5064c506e4b06062642548ae,Next 50 Video Arcade,1515,Seattle Center,47.62121962265271,-122.3508273919547,4bf58dd8d48988d1e1931735,Arcade
Minor,59af34d64a7aae7ed5080133,Klondike Arcade,2350,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
Minor,4d03d2b6c2e537042963b467,Penny Arcade Warehouse,2107,3150 Elliott Ave,47.618241999999995,-122.35746999999999,4bf58dd8d48988d1e1931735,Arcade
Minor,59aa49a55a2c9117f347da63,Taco Bell,802,308 9th Ave N,47.6212158203125,-122.33939361572266,4bf58dd8d48988d16e941735,Fast Food Restaurant
Minor,4fdd404be4b082d0767d2155,Seattle Interactive Media Museum,1516,No Address,47.62124191433432,-122.35085303562946,4bf58dd8d48988d1e1931735,Arcade
Cherry Hill ,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,2023,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
Cherry Hill ,4fb7f757e4b09a1e8cab118e,Time masheen arcade,1919,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
Atlantic,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,1325,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
Atlantic,4fb7f757e4b09a1e8cab118e,Time masheen arcade,1319,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
Madrona,55aaf9fa498e95351b9da504,Capitol Hill Family Arcade,2014,No Address,47.62317228145979,-122.31321781418251,4bf58dd8d48988d1e1931735,Arcade
Madrona Valley,55aaf9fa498e95351b9da504,Capitol Hill Family Arcade,2014,No Address,47.62317228145979,-122.31321781418251,4bf58dd8d48988d1e1931735,Arcade
Harrison,50fa31bae4b020b5559a65cc,Lipton's Arcade,373,No Address,47.61877032588395,-122.32677744337444,4bf58dd8d48988d11a941735,Other Nightlife
Harrison,4be474332468c92898ccfe42,Arcade Smoke Shop,1375,1522 5th Ave,47.611345,-122.33589199999999,4bf58dd8d48988d123951735,Smoke Shop
Harrison,4d7d3cc2f260a093e1ec48ba,Fantasy Arcade,1085,2027 Westlake Ave,47.61590490874594,-122.33808543186842,4bf58dd8d48988d1d6941735,Strip Club
Harrison,55aaf9fa498e95351b9da504,Capitol Hill Family Arcade,1036,No Address,47.62317228145979,-122.31321781418251,4bf58dd8d48988d1e1931735,Arcade
Harrison,4e8fac6c8b81c6df65663ca0,Arcade lights,1801,No Address,47.60959135383031,-122.34212893264518,4d4b7105d754a06374d81259,Food
Harrison,59af34d64a7aae7ed5080133,Klondike Arcade,2045,No Address,47.606257,-122.340676,4bf58dd8d48988d1e1931735,Arcade
Harrison,5064c506e4b06062642548ae,Next 50 Video Arcade,1795,Seattle Center,47.62121962265271,-122.3508273919547,4bf58dd8d48988d1e1931735,Arcade
Harrison,59aa49a55a2c9117f347da63,Taco Bell,939,308 9th Ave N,47.6212158203125,-122.33939361572266,4bf58dd8d48988d16e941735,Fast Food Restaurant
Harrison,4fdd404be4b082d0767d2155,Seattle Interactive Media Museum,1796,No Address,47.62124191433432,-122.35085303562946,4bf58dd8d48988d1e1931735,Arcade
Washington Park,55aaf9fa498e95351b9da504,Capitol Hill Family Arcade,1991,No Address,47.62317228145979,-122.31321781418251,4bf58dd8d48988d1e1931735,Arcade
South End,597be97e58aa7f16eb83d768,Portal Virtual Reality Arcade,1379,2601 NW Market St,47.66838836669922,-122.39053344726562,4bf58dd8d48988d1e1931735,Arcade
Dunlap ,4ff503b1e4b02ca33b4b731f,Rod's Pinball Arcade,2073,9818 Beacon Ave S,47.512992,-122.27285,4bf58dd8d48988d1e1931735,Arcade
Rainier Beach ,4ff503b1e4b02ca33b4b731f,Rod's Pinball Arcade,1159,9818 Beacon Ave S,47.512992,-122.27285,4bf58dd8d48988d1e1931735,Arcade
SoDo,4e53fe8522711d4da5c38798,Grand Central Building - Lower Arcade,2193,No Address,47.600463354949696,-122.33397036075996,5744ccdfe4b0c0459246b4dc,Shopping Plaza
SoDo,4fb7f757e4b09a1e8cab118e,Time masheen arcade,2271,No Address,47.60154454116357,-122.33068425440729,4bf58dd8d48988d1e1931735,Arcade
Seaview,597be97e58aa7f16eb83d768,Portal Virtual Reality Arcade,1151,2601 NW Market St,47.66838836669922,-122.39053344726562,4bf58dd8d48988d1e1931735,Arcade
Gatewood,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,2221,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
Fauntleroy,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,2435,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
Arbor Heights,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,2024,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
Riverview,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,1841,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
Highland Park,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,752,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
Roxhill,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,754,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
High Point,4dbf6f1e6a23e5a549d6141b,SanTe's Arcade,1928,No Address,47.524985,-122.361241,4bf58dd8d48988d1e1931735,Arcade
