Category_Name,Venue_Distance,Category_ID,Venue_Rating
Coffee Shop,35,4bf58dd8d48988d1e0931735,Not Rated
Coffee Shop,14,4bf58dd8d48988d1e0931735,Not Rated
Coffee Shop,3,4bf58dd8d48988d1e0931735,Not Rated
Bridge,670,4bf58dd8d48988d1df941735,Not Rated
Bridge,295,4bf58dd8d48988d1df941735,Not Rated
Bridge,219,4bf58dd8d48988d1df941735,Not Rated
Bridge,112,4bf58dd8d48988d1df941735,Not Rated
Bridge,10,4bf58dd8d48988d1df941735,Not Rated
BBQ Joint,47,4bf58dd8d48988d1df931735,Not Rated
BBQ Joint,13,4bf58dd8d48988d1df931735,Not Rated
Tattoo Parlor,298,4bf58dd8d48988d1de931735,Not Rated
Tattoo Parlor,91,4bf58dd8d48988d1de931735,Not Rated
Strip Club,482,4bf58dd8d48988d1d6941735,Not Rated
Hotel Bar,12,4bf58dd8d48988d1d5941735,Not Rated
Speakeasy,550,4bf58dd8d48988d1d4941735,Not Rated
Vegetarian / Vegan Restaurant,94,4bf58dd8d48988d1d3941735,Not Rated
Vegetarian / Vegan Restaurant,29,4bf58dd8d48988d1d3941735,Not Rated
Vegetarian / Vegan Restaurant,19,4bf58dd8d48988d1d3941735,Not Rated
Noodle House,19,4bf58dd8d48988d1d1941735,Not Rated
Dessert Shop,20,4bf58dd8d48988d1d0941735,Not Rated
Dessert Shop,11,4bf58dd8d48988d1d0941735,Not Rated
Dessert Shop,8,4bf58dd8d48988d1d0941735,Not Rated
Dessert Shop,5,4bf58dd8d48988d1d0941735,Not Rated
Dessert Shop,3,4bf58dd8d48988d1d0941735,Not Rated
Dessert Shop,2,4bf58dd8d48988d1d0941735,Not Rated
Seafood Restaurant,281,4bf58dd8d48988d1ce941735,Not Rated
Seafood Restaurant,120,4bf58dd8d48988d1ce941735,Not Rated
Seafood Restaurant,33,4bf58dd8d48988d1ce941735,Not Rated
Seafood Restaurant,11,4bf58dd8d48988d1ce941735,Not Rated
Seafood Restaurant,10,4bf58dd8d48988d1ce941735,Not Rated
Seafood Restaurant,9,4bf58dd8d48988d1ce941735,Not Rated
Steakhouse,26,4bf58dd8d48988d1cc941735,Not Rated
Steakhouse,10,4bf58dd8d48988d1cc941735,Not Rated
Food Truck,274,4bf58dd8d48988d1cb941735,Not Rated
Food Truck,148,4bf58dd8d48988d1cb941735,Not Rated
Food Truck,127,4bf58dd8d48988d1cb941735,Not Rated
Food Truck,127,4bf58dd8d48988d1cb941735,Not Rated
Food Truck,108,4bf58dd8d48988d1cb941735,Not Rated
Food Truck,35,4bf58dd8d48988d1cb941735,Not Rated
Pizza Place,459,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,317,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,288,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,237,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,205,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,196,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,182,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,152,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,106,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,103,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,96,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,67,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,61,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,57,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,54,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,51,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,31,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,30,4bf58dd8d48988d1ca941735,Not Rated
Pizza Place,13,4bf58dd8d48988d1ca941735,Not Rated
Ice Cream Shop,440,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,137,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,69,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,48,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,41,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,20,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,15,4bf58dd8d48988d1c9941735,Not Rated
Ice Cream Shop,5,4bf58dd8d48988d1c9941735,Not Rated
Snack Place,131,4bf58dd8d48988d1c7941735,Not Rated
Snack Place,26,4bf58dd8d48988d1c7941735,Not Rated
Snack Place,8,4bf58dd8d48988d1c7941735,Not Rated
Scandinavian Restaurant,115,4bf58dd8d48988d1c6941735,Not Rated
Sandwich Place,172,4bf58dd8d48988d1c5941735,Not Rated
Sandwich Place,49,4bf58dd8d48988d1c5941735,Not Rated
Restaurant,224,4bf58dd8d48988d1c4941735,Not Rated
Restaurant,157,4bf58dd8d48988d1c4941735,Not Rated
Restaurant,43,4bf58dd8d48988d1c4941735,Not Rated
Moroccan Restaurant,33,4bf58dd8d48988d1c3941735,Not Rated
Moroccan Restaurant,31,4bf58dd8d48988d1c3941735,Not Rated
Mexican Restaurant,453,4bf58dd8d48988d1c1941735,Not Rated
Mexican Restaurant,229,4bf58dd8d48988d1c1941735,Not Rated
Mexican Restaurant,133,4bf58dd8d48988d1c1941735,Not Rated
Mexican Restaurant,80,4bf58dd8d48988d1c1941735,Not Rated
Mexican Restaurant,28,4bf58dd8d48988d1c1941735,Not Rated
Mexican Restaurant,21,4bf58dd8d48988d1c1941735,Not Rated
Latin American Restaurant,179,4bf58dd8d48988d1be941735,Not Rated
Salad Place,40,4bf58dd8d48988d1bd941735,Not Rated
College Baseball Diamond,3,4bf58dd8d48988d1bb941735,Not Rated
Trade School,169,4bf58dd8d48988d1ad941735,Not Rated
Trade School,151,4bf58dd8d48988d1ad941735,Not Rated
Student Center,340,4bf58dd8d48988d1ab941735,Not Rated
General College & University,415,4bf58dd8d48988d1a8941735,Not Rated
General College & University,309,4bf58dd8d48988d1a8941735,Not Rated
General College & University,202,4bf58dd8d48988d1a8941735,Not Rated
General College & University,30,4bf58dd8d48988d1a8941735,Not Rated
General College & University,21,4bf58dd8d48988d1a8941735,Not Rated
College Library,21,4bf58dd8d48988d1a7941735,Not Rated
College Lab,61,4bf58dd8d48988d1a5941735,Not Rated
College Academic Building,146,4bf58dd8d48988d198941735,Not Rated
College Administrative Building,186,4bf58dd8d48988d197941735,Not Rated
College Administrative Building,34,4bf58dd8d48988d197941735,Not Rated
Hospital,7,4bf58dd8d48988d196941735,Not Rated
History Museum,118,4bf58dd8d48988d190941735,Not Rated
Basketball Stadium,189,4bf58dd8d48988d18b941735,Not Rated
Liquor Store,1255,4bf58dd8d48988d186941735,Not Rated
Liquor Store,960,4bf58dd8d48988d186941735,Not Rated
Liquor Store,256,4bf58dd8d48988d186941735,Not Rated
Liquor Store,255,4bf58dd8d48988d186941735,Not Rated
Liquor Store,222,4bf58dd8d48988d186941735,Not Rated
Liquor Store,181,4bf58dd8d48988d186941735,Not Rated
Liquor Store,175,4bf58dd8d48988d186941735,Not Rated
Liquor Store,95,4bf58dd8d48988d186941735,Not Rated
Liquor Store,49,4bf58dd8d48988d186941735,Not Rated
Theme Park,165,4bf58dd8d48988d182941735,Not Rated
Theme Park,163,4bf58dd8d48988d182941735,Not Rated
Theme Park,163,4bf58dd8d48988d182941735,Not Rated
Theme Park,102,4bf58dd8d48988d182941735,Not Rated
Theme Park,88,4bf58dd8d48988d182941735,Not Rated
Theme Park,87,4bf58dd8d48988d182941735,Not Rated
Theme Park,78,4bf58dd8d48988d182941735,Not Rated
Theme Park,75,4bf58dd8d48988d182941735,Not Rated
Theme Park,66,4bf58dd8d48988d182941735,Not Rated
Theme Park,60,4bf58dd8d48988d182941735,Not Rated
Theme Park,48,4bf58dd8d48988d182941735,Not Rated
Theme Park,41,4bf58dd8d48988d182941735,Not Rated
Theme Park,40,4bf58dd8d48988d182941735,Not Rated
Theme Park,39,4bf58dd8d48988d182941735,Not Rated
Theme Park,34,4bf58dd8d48988d182941735,Not Rated
Theme Park,30,4bf58dd8d48988d182941735,Not Rated
Theme Park,29,4bf58dd8d48988d182941735,Not Rated
Theme Park,27,4bf58dd8d48988d182941735,Not Rated
Theme Park,21,4bf58dd8d48988d182941735,Not Rated
Theme Park,15,4bf58dd8d48988d182941735,Not Rated
Theme Park,14,4bf58dd8d48988d182941735,Not Rated
Theme Park,9,4bf58dd8d48988d182941735,Not Rated
Museum,47,4bf58dd8d48988d181941735,Not Rated
Multiplex,7,4bf58dd8d48988d180941735,Not Rated
Casino,136,4bf58dd8d48988d17c941735,Not Rated
Bagel Shop,105,4bf58dd8d48988d179941735,Not Rated
Dentist's Office,78,4bf58dd8d48988d178941735,Not Rated
Dentist's Office,17,4bf58dd8d48988d178941735,Not Rated
Dentist's Office,4,4bf58dd8d48988d178941735,Not Rated
Doctor's Office,1297,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,776,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,461,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,155,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,58,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,33,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,31,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,19,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,18,4bf58dd8d48988d177941735,Not Rated
Doctor's Office,16,4bf58dd8d48988d177941735,Not Rated
Gym,792,4bf58dd8d48988d176941735,Not Rated
Gym,652,4bf58dd8d48988d176941735,Not Rated
Gym,616,4bf58dd8d48988d176941735,Not Rated
Gym,548,4bf58dd8d48988d176941735,Not Rated
Gym,98,4bf58dd8d48988d176941735,Not Rated
Gym,62,4bf58dd8d48988d176941735,Not Rated
Gym,40,4bf58dd8d48988d176941735,Not Rated
Gym / Fitness Center,227,4bf58dd8d48988d175941735,Not Rated
Gym / Fitness Center,138,4bf58dd8d48988d175941735,Not Rated
Gym / Fitness Center,75,4bf58dd8d48988d175941735,Not Rated
Gym / Fitness Center,74,4bf58dd8d48988d175941735,Not Rated
Gym / Fitness Center,23,4bf58dd8d48988d175941735,Not Rated
Coworking Space,1438,4bf58dd8d48988d174941735,Not Rated
Coworking Space,61,4bf58dd8d48988d174941735,Not Rated
Coworking Space,57,4bf58dd8d48988d174941735,Not Rated
Coworking Space,45,4bf58dd8d48988d174941735,Not Rated
Coworking Space,42,4bf58dd8d48988d174941735,Not Rated
Coworking Space,39,4bf58dd8d48988d174941735,Not Rated
Coworking Space,33,4bf58dd8d48988d174941735,Not Rated
Coworking Space,28,4bf58dd8d48988d174941735,Not Rated
Coworking Space,24,4bf58dd8d48988d174941735,Not Rated
Coworking Space,18,4bf58dd8d48988d174941735,Not Rated
Coworking Space,14,4bf58dd8d48988d174941735,Not Rated
Coworking Space,13,4bf58dd8d48988d174941735,Not Rated
Coworking Space,7,4bf58dd8d48988d174941735,Not Rated
Coworking Space,6,4bf58dd8d48988d174941735,Not Rated
Post Office,26,4bf58dd8d48988d172941735,Not Rated
Post Office,19,4bf58dd8d48988d172941735,Not Rated
Event Space,995,4bf58dd8d48988d171941735,Not Rated
Event Space,610,4bf58dd8d48988d171941735,Not Rated
Event Space,439,4bf58dd8d48988d171941735,Not Rated
Event Space,91,4bf58dd8d48988d171941735,Not Rated
Event Space,43,4bf58dd8d48988d171941735,Not Rated
Event Space,35,4bf58dd8d48988d171941735,Not Rated
Event Space,33,4bf58dd8d48988d171941735,Not Rated
Event Space,27,4bf58dd8d48988d171941735,Not Rated
Event Space,25,4bf58dd8d48988d171941735,Not Rated
Event Space,14,4bf58dd8d48988d171941735,Not Rated
Event Space,13,4bf58dd8d48988d171941735,Not Rated
Event Space,10,4bf58dd8d48988d171941735,Not Rated
Event Space,9,4bf58dd8d48988d171941735,Not Rated
Event Space,8,4bf58dd8d48988d171941735,Not Rated
Event Space,1,4bf58dd8d48988d171941735,Not Rated
Event Space,1,4bf58dd8d48988d171941735,Not Rated
Hot Dog Joint,512,4bf58dd8d48988d16f941735,Not Rated
Hot Dog Joint,250,4bf58dd8d48988d16f941735,Not Rated
Hot Dog Joint,57,4bf58dd8d48988d16f941735,Not Rated
Hot Dog Joint,15,4bf58dd8d48988d16f941735,Not Rated
Hot Dog Joint,4,4bf58dd8d48988d16f941735,Not Rated
Hot Dog Joint,4,4bf58dd8d48988d16f941735,Not Rated
Fast Food Restaurant,210,4bf58dd8d48988d16e941735,Not Rated
Fast Food Restaurant,3,4bf58dd8d48988d16e941735,Not Rated
Café,191,4bf58dd8d48988d16d941735,Not Rated
Café,161,4bf58dd8d48988d16d941735,Not Rated
Café,66,4bf58dd8d48988d16d941735,Not Rated
Burger Joint,73,4bf58dd8d48988d16c941735,Not Rated
Burger Joint,16,4bf58dd8d48988d16c941735,Not Rated
Bakery,258,4bf58dd8d48988d16a941735,Not Rated
Bakery,217,4bf58dd8d48988d16a941735,Not Rated
Bakery,216,4bf58dd8d48988d16a941735,Not Rated
Bakery,213,4bf58dd8d48988d16a941735,Not Rated
Bakery,69,4bf58dd8d48988d16a941735,Not Rated
Bakery,41,4bf58dd8d48988d16a941735,Not Rated
Bakery,29,4bf58dd8d48988d16a941735,Not Rated
Bakery,18,4bf58dd8d48988d16a941735,Not Rated
Skate Park,387,4bf58dd8d48988d167941735,Not Rated
Sculpture Garden,40,4bf58dd8d48988d166941735,Not Rated
Scenic Lookout,203,4bf58dd8d48988d165941735,Not Rated
Scenic Lookout,32,4bf58dd8d48988d165941735,Not Rated
Scenic Lookout,24,4bf58dd8d48988d165941735,Not Rated
Scenic Lookout,24,4bf58dd8d48988d165941735,Not Rated
Scenic Lookout,9,4bf58dd8d48988d165941735,Not Rated
Scenic Lookout,6,4bf58dd8d48988d165941735,Not Rated
Plaza,651,4bf58dd8d48988d164941735,Not Rated
Plaza,609,4bf58dd8d48988d164941735,Not Rated
Plaza,40,4bf58dd8d48988d164941735,Not Rated
Plaza,29,4bf58dd8d48988d164941735,Not Rated
Plaza,11,4bf58dd8d48988d164941735,Not Rated
Plaza,2,4bf58dd8d48988d164941735,Not Rated
Park,1124,4bf58dd8d48988d163941735,Not Rated
Park,863,4bf58dd8d48988d163941735,Not Rated
Park,735,4bf58dd8d48988d163941735,Not Rated
Park,644,4bf58dd8d48988d163941735,Not Rated
Park,599,4bf58dd8d48988d163941735,Not Rated
Park,506,4bf58dd8d48988d163941735,Not Rated
Park,235,4bf58dd8d48988d163941735,Not Rated
Park,231,4bf58dd8d48988d163941735,Not Rated
Park,213,4bf58dd8d48988d163941735,Not Rated
Park,201,4bf58dd8d48988d163941735,Not Rated
Park,198,4bf58dd8d48988d163941735,Not Rated
Park,164,4bf58dd8d48988d163941735,Not Rated
Park,153,4bf58dd8d48988d163941735,Not Rated
Park,137,4bf58dd8d48988d163941735,Not Rated
Park,132,4bf58dd8d48988d163941735,Not Rated
Park,127,4bf58dd8d48988d163941735,Not Rated
Park,38,4bf58dd8d48988d163941735,Not Rated
Park,15,4bf58dd8d48988d163941735,Not Rated
Other Great Outdoors,704,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,552,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,286,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,190,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,171,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,133,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,122,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,110,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,105,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,50,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,42,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,24,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,11,4bf58dd8d48988d162941735,Not Rated
Other Great Outdoors,8,4bf58dd8d48988d162941735,Not Rated
Lake,885,4bf58dd8d48988d161941735,Not Rated
Lake,792,4bf58dd8d48988d161941735,Not Rated
Lake,632,4bf58dd8d48988d161941735,Not Rated
Lake,255,4bf58dd8d48988d161941735,Not Rated
Field,745,4bf58dd8d48988d15f941735,Not Rated
Field,152,4bf58dd8d48988d15f941735,Not Rated
Pool,504,4bf58dd8d48988d15e941735,Not Rated
Pool,143,4bf58dd8d48988d15e941735,Not Rated
Pool,30,4bf58dd8d48988d15e941735,Not Rated
Cemetery,814,4bf58dd8d48988d15c941735,Not Rated
Farm,11,4bf58dd8d48988d15b941735,Not Rated
Garden,220,4bf58dd8d48988d15a941735,Not Rated
Garden,175,4bf58dd8d48988d15a941735,Not Rated
Garden,82,4bf58dd8d48988d15a941735,Not Rated
Garden,9,4bf58dd8d48988d15a941735,Not Rated
Trail,115,4bf58dd8d48988d159941735,Not Rated
Trail,65,4bf58dd8d48988d159941735,Not Rated
Trail,56,4bf58dd8d48988d159941735,Not Rated
Trail,32,4bf58dd8d48988d159941735,Not Rated
Malay Restaurant,14,4bf58dd8d48988d156941735,Not Rated
Gastropub,91,4bf58dd8d48988d155941735,Not Rated
Gastropub,23,4bf58dd8d48988d155941735,Not Rated
Arepa Restaurant,4,4bf58dd8d48988d152941735,Not Rated
Taco Place,329,4bf58dd8d48988d151941735,Not Rated
Taco Place,147,4bf58dd8d48988d151941735,Not Rated
Taco Place,59,4bf58dd8d48988d151941735,Not Rated
Taco Place,24,4bf58dd8d48988d151941735,Not Rated
Southern / Soul Food Restaurant,33,4bf58dd8d48988d14f941735,Not Rated
Southern / Soul Food Restaurant,19,4bf58dd8d48988d14f941735,Not Rated
American Restaurant,247,4bf58dd8d48988d14e941735,Not Rated
American Restaurant,153,4bf58dd8d48988d14e941735,Not Rated
American Restaurant,116,4bf58dd8d48988d14e941735,Not Rated
American Restaurant,28,4bf58dd8d48988d14e941735,Not Rated
American Restaurant,27,4bf58dd8d48988d14e941735,Not Rated
American Restaurant,21,4bf58dd8d48988d14e941735,Not Rated
Wings Joint,185,4bf58dd8d48988d14c941735,Not Rated
Wings Joint,3,4bf58dd8d48988d14c941735,Not Rated
Vietnamese Restaurant,280,4bf58dd8d48988d14a941735,Not Rated
Vietnamese Restaurant,230,4bf58dd8d48988d14a941735,Not Rated
Vietnamese Restaurant,206,4bf58dd8d48988d14a941735,Not Rated
Vietnamese Restaurant,95,4bf58dd8d48988d14a941735,Not Rated
Vietnamese Restaurant,47,4bf58dd8d48988d14a941735,Not Rated
Donut Shop,1276,4bf58dd8d48988d148941735,Not Rated
Donut Shop,615,4bf58dd8d48988d148941735,Not Rated
Donut Shop,405,4bf58dd8d48988d148941735,Not Rated
Donut Shop,178,4bf58dd8d48988d148941735,Not Rated
Donut Shop,54,4bf58dd8d48988d148941735,Not Rated
Donut Shop,47,4bf58dd8d48988d148941735,Not Rated
Donut Shop,31,4bf58dd8d48988d148941735,Not Rated
Deli / Bodega,620,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,287,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,231,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,152,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,123,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,97,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,66,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,66,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,36,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,33,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,23,4bf58dd8d48988d146941735,Not Rated
Deli / Bodega,15,4bf58dd8d48988d146941735,Not Rated
Chinese Restaurant,531,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,245,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,242,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,240,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,198,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,138,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,117,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,110,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,102,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,86,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,56,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,47,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,37,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,31,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,25,4bf58dd8d48988d145941735,Not Rated
Chinese Restaurant,18,4bf58dd8d48988d145941735,Not Rated
Caribbean Restaurant,124,4bf58dd8d48988d144941735,Not Rated
Caribbean Restaurant,100,4bf58dd8d48988d144941735,Not Rated
Caribbean Restaurant,25,4bf58dd8d48988d144941735,Not Rated
Caribbean Restaurant,23,4bf58dd8d48988d144941735,Not Rated
Caribbean Restaurant,23,4bf58dd8d48988d144941735,Not Rated
Caribbean Restaurant,15,4bf58dd8d48988d144941735,Not Rated
Breakfast Spot,143,4bf58dd8d48988d143941735,Not Rated
Sorority House,41,4bf58dd8d48988d141941735,Not Rated
High School,359,4bf58dd8d48988d13d941735,Not Rated
High School,196,4bf58dd8d48988d13d941735,Not Rated
High School,66,4bf58dd8d48988d13d941735,Not Rated
High School,63,4bf58dd8d48988d13d941735,Not Rated
High School,12,4bf58dd8d48988d13d941735,Not Rated
School,118,4bf58dd8d48988d13b941735,Not Rated
School,20,4bf58dd8d48988d13b941735,Not Rated
Church,1068,4bf58dd8d48988d132941735,Not Rated
Church,805,4bf58dd8d48988d132941735,Not Rated
Church,625,4bf58dd8d48988d132941735,Not Rated
Church,425,4bf58dd8d48988d132941735,Not Rated
Church,172,4bf58dd8d48988d132941735,Not Rated
Church,163,4bf58dd8d48988d132941735,Not Rated
Church,131,4bf58dd8d48988d132941735,Not Rated
Church,122,4bf58dd8d48988d132941735,Not Rated
Church,83,4bf58dd8d48988d132941735,Not Rated
Church,49,4bf58dd8d48988d132941735,Not Rated
Church,37,4bf58dd8d48988d132941735,Not Rated
Church,23,4bf58dd8d48988d132941735,Not Rated
Church,1,4bf58dd8d48988d132941735,Not Rated
Spiritual Center,283,4bf58dd8d48988d131941735,Not Rated
Spiritual Center,30,4bf58dd8d48988d131941735,Not Rated
Building,4285,4bf58dd8d48988d130941735,Not Rated
Building,1413,4bf58dd8d48988d130941735,Not Rated
Building,1244,4bf58dd8d48988d130941735,Not Rated
Building,996,4bf58dd8d48988d130941735,Not Rated
Building,656,4bf58dd8d48988d130941735,Not Rated
Building,507,4bf58dd8d48988d130941735,Not Rated
Building,496,4bf58dd8d48988d130941735,Not Rated
Building,177,4bf58dd8d48988d130941735,Not Rated
Building,158,4bf58dd8d48988d130941735,Not Rated
Building,142,4bf58dd8d48988d130941735,Not Rated
Building,138,4bf58dd8d48988d130941735,Not Rated
Building,136,4bf58dd8d48988d130941735,Not Rated
Building,90,4bf58dd8d48988d130941735,Not Rated
Building,88,4bf58dd8d48988d130941735,Not Rated
Building,81,4bf58dd8d48988d130941735,Not Rated
Building,76,4bf58dd8d48988d130941735,Not Rated
Building,71,4bf58dd8d48988d130941735,Not Rated
Building,40,4bf58dd8d48988d130941735,Not Rated
Building,36,4bf58dd8d48988d130941735,Not Rated
Building,34,4bf58dd8d48988d130941735,Not Rated
Building,30,4bf58dd8d48988d130941735,Not Rated
Building,30,4bf58dd8d48988d130941735,Not Rated
Building,29,4bf58dd8d48988d130941735,Not Rated
Building,28,4bf58dd8d48988d130941735,Not Rated
Building,27,4bf58dd8d48988d130941735,Not Rated
Building,27,4bf58dd8d48988d130941735,Not Rated
Building,26,4bf58dd8d48988d130941735,Not Rated
Building,22,4bf58dd8d48988d130941735,Not Rated
Building,22,4bf58dd8d48988d130941735,Not Rated
Building,15,4bf58dd8d48988d130941735,Not Rated
Building,12,4bf58dd8d48988d130941735,Not Rated
Resort,171,4bf58dd8d48988d12f951735,Not Rated
Library,595,4bf58dd8d48988d12f941735,Not Rated
Library,1,4bf58dd8d48988d12f941735,Not Rated
Boat or Ferry,52,4bf58dd8d48988d12d951735,Not Rated
Monument / Landmark,481,4bf58dd8d48988d12d941735,Not Rated
Monument / Landmark,112,4bf58dd8d48988d12d941735,Not Rated
Fire Station,566,4bf58dd8d48988d12c941735,Not Rated
Fire Station,267,4bf58dd8d48988d12c941735,Not Rated
Fire Station,220,4bf58dd8d48988d12c941735,Not Rated
Bus Line,965,4bf58dd8d48988d12b951735,Not Rated
Bus Line,562,4bf58dd8d48988d12b951735,Not Rated
Bus Line,457,4bf58dd8d48988d12b951735,Not Rated
Bus Line,196,4bf58dd8d48988d12b951735,Not Rated
Bus Line,154,4bf58dd8d48988d12b951735,Not Rated
Bus Line,51,4bf58dd8d48988d12b951735,Not Rated
Bus Line,32,4bf58dd8d48988d12b951735,Not Rated
Bus Line,26,4bf58dd8d48988d12b951735,Not Rated
Bus Line,6,4bf58dd8d48988d12b951735,Not Rated
Bus Line,5,4bf58dd8d48988d12b951735,Not Rated
Courthouse,123,4bf58dd8d48988d12b941735,Not Rated
Courthouse,68,4bf58dd8d48988d12b941735,Not Rated
Train Station,358,4bf58dd8d48988d129951735,Not Rated
Train Station,292,4bf58dd8d48988d129951735,Not Rated
Train Station,107,4bf58dd8d48988d129951735,Not Rated
Gift Shop,1261,4bf58dd8d48988d128951735,Not Rated
Gift Shop,1230,4bf58dd8d48988d128951735,Not Rated
Gift Shop,125,4bf58dd8d48988d128951735,Not Rated
Gift Shop,107,4bf58dd8d48988d128951735,Not Rated
Gift Shop,98,4bf58dd8d48988d128951735,Not Rated
Gift Shop,77,4bf58dd8d48988d128951735,Not Rated
Gift Shop,49,4bf58dd8d48988d128951735,Not Rated
Gift Shop,22,4bf58dd8d48988d128951735,Not Rated
Gift Shop,17,4bf58dd8d48988d128951735,Not Rated
Arts & Crafts Store,114,4bf58dd8d48988d127951735,Not Rated
Arts & Crafts Store,22,4bf58dd8d48988d127951735,Not Rated
Conference Room,33,4bf58dd8d48988d127941735,Not Rated
Conference Room,32,4bf58dd8d48988d127941735,Not Rated
Conference Room,24,4bf58dd8d48988d127941735,Not Rated
Conference Room,8,4bf58dd8d48988d127941735,Not Rated
Video Store,590,4bf58dd8d48988d126951735,Not Rated
Video Store,6,4bf58dd8d48988d126951735,Not Rated
Government Building,1084,4bf58dd8d48988d126941735,Not Rated
Government Building,287,4bf58dd8d48988d126941735,Not Rated
Government Building,59,4bf58dd8d48988d126941735,Not Rated
Tech Startup,398,4bf58dd8d48988d125941735,Not Rated
Tech Startup,44,4bf58dd8d48988d125941735,Not Rated
Tech Startup,42,4bf58dd8d48988d125941735,Not Rated
Tech Startup,42,4bf58dd8d48988d125941735,Not Rated
Tech Startup,38,4bf58dd8d48988d125941735,Not Rated
Tech Startup,36,4bf58dd8d48988d125941735,Not Rated
Tech Startup,30,4bf58dd8d48988d125941735,Not Rated
Tech Startup,27,4bf58dd8d48988d125941735,Not Rated
Tech Startup,26,4bf58dd8d48988d125941735,Not Rated
Tech Startup,23,4bf58dd8d48988d125941735,Not Rated
Tech Startup,23,4bf58dd8d48988d125941735,Not Rated
Tech Startup,23,4bf58dd8d48988d125941735,Not Rated
Tech Startup,13,4bf58dd8d48988d125941735,Not Rated
Tech Startup,12,4bf58dd8d48988d125941735,Not Rated
Tech Startup,12,4bf58dd8d48988d125941735,Not Rated
Tech Startup,10,4bf58dd8d48988d125941735,Not Rated
Tech Startup,10,4bf58dd8d48988d125941735,Not Rated
Tech Startup,8,4bf58dd8d48988d125941735,Not Rated
